Order_ID,Order_Create_Date,Order_Pickup_Date,Order_Pickup_Store,Pickup_Store_Name,Pickup_Store_Address,Pickup_Store_Phone,Pickup_Store_City,Pickup_Store_State_Name,Order_Return_Date,Order_Return_Store,Return_Store_Name,Return_Store_Address,Return_Store_Phone,Return_Store_City,Return_Store_State,Customer_ID,Customer_Name,Customer_Phone,Customer_Address,Customer_Birthday,Customer_Occupation,Customer_Gender,Car_ID,Car_MakeName,Car_Model,Car_Series,Car_SeriesYear,Car_PriceNew,Car_EngineSize,Car_FuelSystem,Car_TankCapacity,Car_Power,Car_SeatingCapacity,Car_StandardTransmission,Car_BodyType,Car_Drive,Car_Wheelbase,Customer_Password
565,16-01-07,16-01-07,5,Lane Cove_store,7553 Harness Circle,543-535-0131,Lane Cove                     ,New South Wales,23-01-07,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,11511,Caleb P,786-535-013,324 Cherry Street,24-06-57,Nurse,F  ,15361,SAAB,09-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm,
566,17-01-07,18-01-07,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,18-01-07,27,Townsville_store,8211 Leeds Ct.,543-535-0131,Townsville                    ,Queensland,11517,Katherine B,802-535-013,761 Dancing Court,20-06-58,Nurse,F  ,15340,SAAB,09-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007,53400,1.9L,TURBO MPFI,58L,110Kw,5,5A,4D WAGON,FWD,2675mm,
567,18-01-07,18-01-07,27,Townsville_store,8211 Leeds Ct.,543-535-0131,Townsville                    ,Queensland,20-01-07,29,Findon_store,9111 Rose Ann Ave,543-535-0116,Findon                        ,South Australia,11512,Natalie C,178-535-014,481 Broadmoor Drive,23-08-58,Nurse,M  ,15340,SAAB,09-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007,53400,1.9L,TURBO MPFI,58L,110Kw,5,5A,4D WAGON,FWD,2675mm,
568,19-01-07,19-01-07,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,28-01-07,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,11516,Mya G,211-535-011,826 Fine Drive,21-10-58,Nurse,F  ,15346,SAAB,09-Mar,MY03 TURBO 2.0t LTD ED,2003,73000,2.0L,TURBO MPFI,68L,110Kw,5,4A,2D CONVERTIBLE,FWD,2605mm,
569,20-01-07,20-01-07,29,Findon_store,9111 Rose Ann Ave,543-535-0116,Findon                        ,South Australia,10-02-07,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,11512,Natalie C,178-535-014,481 Broadmoor Drive,23-08-58,Nurse,M  ,15340,SAAB,09-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007,53400,1.9L,TURBO MPFI,58L,110Kw,5,5A,4D WAGON,FWD,2675mm,
570,21-01-07,22-01-07,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,13-02-07,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,11515,Shannon H,458-535-011,679 Duke Way,25-02-58,Nurse,F  ,15366,SAAB,09-Mar,SE,1999,62000,2.0L,TURBO MPFI,68L,136Kw,5,4A,5D SEDAN,FWD,2605mm,
571,22-01-07,23-01-07,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,26-01-07,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,11519,Jerome N,934-535-019,537 Ridgewood Drive,27-03-59,Nurse,M  ,15361,SAAB,09-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm,
572,23-01-07,26-01-07,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,27-01-07,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,11514,Dalton D,994-535-015,033 Danesta Dr.,20-04-58,Nurse,F  ,15361,SAAB,09-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm,
573,24-01-07,24-01-07,13,Port Macquarie_store,4785 Scott Street,717-535-0164,Port Macquarie                ,New South Wales,12-02-07,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,11515,Shannon H,458-535-011,679 Duke Way,25-02-58,Nurse,F  ,15369,MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,70Kw,5,4A,2D HARDTOP,RWD,2615mm,
574,25-01-07,26-01-07,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,28-01-07,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,11514,Dalton D,994-535-015,033 Danesta Dr.,20-04-58,Nurse,F  ,15363,SAAB,9000,CS,1997,52000,2.3L,TURBO EFI,66L,125Kw,5,4A,4D HATCHBACK,FWD,2672mm,
575,26-01-07,27-01-07,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,02-02-07,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,11519,Jerome N,934-535-019,537 Ridgewood Drive,27-03-59,Nurse,M  ,15361,SAAB,09-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm,
576,27-01-07,27-01-07,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,18-02-07,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,11512,Natalie C,178-535-014,481 Broadmoor Drive,23-08-58,Nurse,M  ,15340,SAAB,09-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007,53400,1.9L,TURBO MPFI,58L,110Kw,5,5A,4D WAGON,FWD,2675mm,
577,28-01-07,28-01-07,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,19-02-07,38,South Melbourne_store,8915 Woodside Way,229-535-0112,South Melbourne               ,Victoria,11515,Shannon H,458-535-011,679 Duke Way,25-02-58,Nurse,F  ,15363,SAAB,9000,CS,1997,52000,2.3L,TURBO EFI,66L,125Kw,5,4A,4D HATCHBACK,FWD,2672mm,
578,29-01-07,29-01-07,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,05-02-07,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,11515,Shannon H,458-535-011,679 Duke Way,25-02-58,Nurse,F  ,15364,SAAB,9000,CS,1996,50400,2.3L,TURBO EFI,66L,125Kw,5,4A,4D HATCHBACK,FWD,2672mm,
579,30-01-07,30-01-07,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,09-02-07,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,11518,Edward W,446-535-017,747 Carmel Dr.,20-05-59,Nurse,F  ,15368,MAZDA,929,DELUXE,1987,23010,2.0L,MULTI POINT F/INJ,60L,70Kw,5,5M,4D SEDAN,RWD,2615mm,
580,31-01-07,31-01-07,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,07-02-07,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,11514,Dalton D,994-535-015,033 Danesta Dr.,20-04-58,Nurse,F  ,15369,MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,70Kw,5,4A,2D HARDTOP,RWD,2615mm,
581,01-02-07,02-02-07,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,04-02-07,22,East Brisbane_store,8148 W. Lake Dr.,622-535-0158,East Brisbane                 ,Queensland,11517,Katherine B,802-535-013,761 Dancing Court,20-06-58,Nurse,F  ,15361,SAAB,09-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm,
582,02-02-07,03-02-07,22,East Brisbane_store,8148 W. Lake Dr.,622-535-0158,East Brisbane                 ,Queensland,07-02-07,22,East Brisbane_store,8148 W. Lake Dr.,622-535-0158,East Brisbane                 ,Queensland,11511,Caleb P,786-535-013,324 Cherry Street,24-06-57,Nurse,F  ,15367,SAAB,9000,CD 16,1993,46990,2.3L,ELECTRONIC F/INJ,66L,108Kw,5,4A,4D SEDAN,FWD,2672mm,
583,03-02-07,04-02-07,22,East Brisbane_store,8148 W. Lake Dr.,622-535-0158,East Brisbane                 ,Queensland,04-02-07,23,Gold Coast_store,1769 Nicholas Drive,589-535-0185,Gold Coast                    ,Queensland,11517,Katherine B,802-535-013,761 Dancing Court,20-06-58,Nurse,F  ,15361,SAAB,09-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm,
584,04-02-07,04-02-07,23,Gold Coast_store,1769 Nicholas Drive,589-535-0185,Gold Coast                    ,Queensland,06-02-07,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,11510,Seth R,199-535-014,989 Concord Ave,23-07-57,Nurse,M  ,15361,SAAB,09-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm,
585,05-02-07,05-02-07,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,14-02-07,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,11513,Alyssa H,805-535-018,780 Conifer Terrace,27-09-58,Nurse,M  ,15364,SAAB,9000,CS,1996,50400,2.3L,TURBO EFI,66L,125Kw,5,4A,4D HATCHBACK,FWD,2672mm,
586,06-02-07,06-02-07,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,10-02-07,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,11512,Natalie C,178-535-014,481 Broadmoor Drive,23-08-58,Nurse,M  ,15361,SAAB,09-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm,
587,07-02-07,07-02-07,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,11-02-07,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11513,Alyssa H,805-535-018,780 Conifer Terrace,27-09-58,Nurse,M  ,15369,MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,70Kw,5,4A,2D HARDTOP,RWD,2615mm,
588,08-02-07,09-02-07,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,17-02-07,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,11516,Mya G,211-535-011,826 Fine Drive,21-10-58,Nurse,F  ,15368,MAZDA,929,DELUXE,1987,23010,2.0L,MULTI POINT F/INJ,60L,70Kw,5,5M,4D SEDAN,RWD,2615mm,
589,09-02-07,10-02-07,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,12-02-07,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11512,Natalie C,178-535-014,481 Broadmoor Drive,23-08-58,Nurse,M  ,15361,SAAB,09-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm,
590,10-02-07,13-02-07,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,19-02-07,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,11513,Alyssa H,805-535-018,780 Conifer Terrace,27-09-58,Nurse,M  ,15366,SAAB,09-Mar,SE,1999,62000,2.0L,TURBO MPFI,68L,136Kw,5,4A,5D SEDAN,FWD,2605mm,
591,11-02-07,11-02-07,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,15-02-07,34,Geelong_store,5927 Rainbow Dr,543-535-0137,Geelong                       ,Victoria,11514,Dalton D,994-535-015,033 Danesta Dr.,20-04-58,Nurse,F  ,15369,MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,70Kw,5,4A,2D HARDTOP,RWD,2615mm,
592,12-02-07,12-02-07,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,13-02-07,33,Cranbourne_store,626 Bentley Street,543-535-0169,Cranbourne                    ,Victoria,11517,Katherine B,802-535-013,761 Dancing Court,20-06-58,Nurse,F  ,15361,SAAB,09-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm,
593,13-02-07,13-02-07,33,Cranbourne_store,626 Bentley Street,543-535-0169,Cranbourne                    ,Victoria,21-02-07,33,Cranbourne_store,626 Bentley Street,543-535-0169,Cranbourne                    ,Victoria,11518,Edward W,446-535-017,747 Carmel Dr.,20-05-59,Nurse,F  ,15361,SAAB,09-Mar,S,2001,63885,2.0L,TURBO MPFI,68L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm,
594,14-02-07,15-02-07,34,Geelong_store,5927 Rainbow Dr,543-535-0137,Geelong                       ,Victoria,19-02-07,34,Geelong_store,5927 Rainbow Dr,543-535-0137,Geelong                       ,Victoria,11515,Shannon H,458-535-011,679 Duke Way,25-02-58,Nurse,F  ,15369,MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,70Kw,5,4A,2D HARDTOP,RWD,2615mm,
595,15-02-07,15-02-07,35,Melbourne_store,5167 Condor Place,543-535-0136,Melbourne                     ,Victoria,20-02-07,35,Melbourne_store,5167 Condor Place,543-535-0136,Melbourne                     ,Victoria,11511,Caleb P,786-535-013,324 Cherry Street,24-06-57,Nurse,F  ,15360,SAAB,09-Mar,AERO,2000,80887,2.0L,TURBO MPFI,64L,158Kw,5,5M,2D CONVERTIBLE,FWD,2605mm,
596,16-02-07,16-02-07,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,17-03-07,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,11512,Natalie C,178-535-014,481 Broadmoor Drive,23-08-58,Nurse,M  ,15362,SAAB,09-Mar,MY04 AERO 2.0t,2004,67900,2.0L,TURBO MPFI,62L,155Kw,5,6M,4D SEDAN,FWD,2675mm,
597,17-02-07,17-02-07,37,Seaford_store,3981 Augustine Drive,115-535-0183,Seaford                       ,Victoria,25-02-07,37,Seaford_store,3981 Augustine Drive,115-535-0183,Seaford                       ,Victoria,11514,Dalton D,994-535-015,033 Danesta Dr.,20-04-58,Nurse,F  ,15365,SAAB,09-Mar,S,2000,65985,2.0L,TURBO MPFI,68L,113Kw,4,4A,2D CONVERTIBLE,FWD,2605mm,
598,18-02-07,19-02-07,38,South Melbourne_store,8915 Woodside Way,229-535-0112,South Melbourne               ,Victoria,23-02-07,38,South Melbourne_store,8915 Woodside Way,229-535-0112,South Melbourne               ,Victoria,11511,Caleb P,786-535-013,324 Cherry Street,24-06-57,Nurse,F  ,15363,SAAB,9000,CS,1997,52000,2.3L,TURBO EFI,66L,125Kw,5,4A,4D HATCHBACK,FWD,2672mm,
599,19-02-07,19-02-07,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,28-02-07,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,11513,Alyssa H,805-535-018,780 Conifer Terrace,27-09-58,Nurse,M  ,15357,SAAB,9000,CSE,1994,79200,2.3L,TURBO EFI,66L,147Kw,5,4A,4D HATCHBACK,FWD,2672mm,
600,20-02-07,21-02-07,40,Warrnambool_store,9353 Creekside Dr.,543-535-0183,Warrnambool                   ,Victoria,28-02-07,40,Warrnambool_store,9353 Creekside Dr.,543-535-0183,Warrnambool                   ,Victoria,11514,Dalton D,994-535-015,033 Danesta Dr.,20-04-58,Nurse,F  ,15400,HONDA,ACCORD,40 VTi,2005,29990,2.4L,MULTI POINT F/INJ,65L,118Kw,5,5A,4D SEDAN,FWD,2740mm,
88,26-09-05,26-09-05,23,Gold Coast_store,1769 Nicholas Drive,589-535-0185,Gold Coast                    ,Queensland,17-10-05,23,Gold Coast_store,1769 Nicholas Drive,589-535-0185,Gold Coast                    ,Queensland,11052,Heidi L,543-535-016,514 Via Cordona,17-08-55,Labour,F  ,14888,BMW,3,E46 25Ci,2002,75000,2.5L,MULTI POINT F/INJ,63L,141Kw,5,5AS,2D COUPE,RWD,2725mm,
89,27-09-05,27-09-05,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,12-10-05,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,11051,Daniel J,543-535-015,085 Sunnyvale Avenue,14-08-55,Labour,F  ,14889,BMW,3,E46 16ti,2005,40350,1.8L,MULTI POINT F/INJ,63L,85Kw,5,5M,3D HATCHBACK,RWD,2725mm,
90,28-09-05,29-09-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,19-10-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,11057,Carl A,543-535-018,930 Lake Nadine Place,22-10-57,Labour,F  ,14890,BMW,X5,E53 3.0d,2005,84300,3.0L,TURBO CDI,93L,150Kw,5,6A,4D WAGON,4WD,2820mm,
91,29-09-05,29-09-05,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,17-10-05,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,11014,Sydney B,431-535-015,011 Tank Drive,19-05-72,Labour,M  ,14891,DATSUN,FAIRLADY,SPORTS,1964,2530,1.5L,CARB,43L,63Kw,0,4M,2D ROADSTER,RWD,2280mm,
93,01-10-05,01-10-05,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,07-10-05,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11012,Lauren W,717-535-016,785 Scott Street,07-01-72,Labour,F  ,14872,BMW,3,E46 18i,1999,54370,1.9L,MULTI POINT F/INJ,63L,87Kw,5,5M,4D SEDAN,RWD,2725mm,
95,03-10-05,03-10-05,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,08-10-05,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,11015,Chloe Y,208-535-014,44 Willow Pass Road,27-02-83,Labour,F  ,14895,DATSUN,180B,SSS,1977,6012,1.8L,CARB,55L,82Kw,5,5M,2D HARDTOP,RWD,2500mm,
96,04-10-05,05-10-05,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,09-10-05,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11051,Daniel J,543-535-015,085 Sunnyvale Avenue,14-08-55,Labour,F  ,14896,MAZDA,121,METRO SHADES,2001,19050,1.5L,ELECTRONIC F/INJ,43L,64Kw,5,5M,5D HATCHBACK,FWD,2390mm,
97,05-10-05,05-10-05,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,13-10-05,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,11014,Sydney B,431-535-015,011 Tank Drive,19-05-72,Labour,M  ,14897,MAZDA,121,SHADES,1997,14200,1.3L,SINGLE POINT F/INJ,40L,54Kw,5,5M,4D SEDAN,FWD,2390mm,
98,06-10-05,07-10-05,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,27-10-05,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11012,Lauren W,717-535-016,785 Scott Street,07-01-72,Labour,F  ,14872,BMW,3,E46 18i,1999,54370,1.9L,MULTI POINT F/INJ,63L,87Kw,5,5M,4D SEDAN,RWD,2725mm,
99,07-10-05,08-10-05,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,28-10-05,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,11017,Shannon W,543-535-019,330 Saddlehill Lane,26-06-48,Labour,M  ,14899,MAZDA,121,METRO SHADES,2002,19240,1.5L,ELECTRONIC F/INJ,43L,64Kw,5,5M,5D HATCHBACK,FWD,2390mm,
100,08-10-05,09-10-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,17-10-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,11016,Wyatt H,135-535-017,666 Northridge Ct.,07-04-83,Labour,M  ,14900,MAZDA,121,DELUXE,1987,12250,1.3L,CARB,38L,46Kw,5,5M,3D HATCHBACK,FWD,2295mm,
101,09-10-05,09-10-05,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,18-10-05,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,11113,Micheal B,543-535-013,96 Marfargoa Drive,21-02-66,Labour,M  ,14901,MAZDA,121,METRO SHADES,1999,19590,1.5L,ELECTRONIC F/INJ,40L,64Kw,5,4A,5D HATCHBACK,FWD,2390mm,
102,10-10-05,10-10-05,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,18-10-05,22,East Brisbane_store,8148 W. Lake Dr.,622-535-0158,East Brisbane                 ,Queensland,11114,Leslie M,543-535-011,941 Cristobal,07-05-66,Labour,M  ,14902,VOLKSWAGEN,TRANSPORTER,T5 MY08 CREWVAN SWB,2008,42990,2.5L,DIESEL TURBO F/INJ,80L,96Kw,5,6ATip,VAN,FWD,3000mm,
103,11-10-05,11-10-05,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,22-10-05,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,11114,Leslie M,543-535-011,941 Cristobal,07-05-66,Labour,M  ,14903,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006,35490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,4D SEDAN,FWD,2578mm,
104,12-10-05,15-10-05,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,21-10-05,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,11116,Clinton C,543-535-018,943 Cunha Ct.,17-10-66,Labour,M  ,14904,VOLKSWAGEN,TRANSPORTER,T5 SWB,2005,43400,2.5L,DIESEL TURBO F/INJ,80L,96Kw,2,6ATip,VAN,FWD,3000mm,
105,13-10-05,13-10-05,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,18-10-05,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,11115,Alvin C,543-535-019,759 Azalea Avenue,22-02-66,Labour,M  ,14905,VOLKSWAGEN,POLO,9N MY07 UPGRADE CLUB,2007,16990,1.4L,MULTI POINT F/INJ,45L,59Kw,5,5M,3D HATCHBACK,FWD,2465mm,
106,14-10-05,14-10-05,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,25-10-05,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,11112,Crystal W,543-535-013,773 Kirkwood Dr,19-09-66,Labour,F  ,14906,VOLKSWAGEN,JETTA,1KM 2.0 TURBO FSI,2006,39990,2.0L,TURBO MPFI,55L,147Kw,5,6ADSG,4D SEDAN,FWD,2578mm,
107,15-10-05,15-10-05,27,Townsville_store,8211 Leeds Ct.,543-535-0131,Townsville                    ,Queensland,24-10-05,27,Townsville_store,8211 Leeds Ct.,543-535-0131,Townsville                    ,Queensland,11113,Micheal B,543-535-013,96 Marfargoa Drive,21-02-66,Labour,M  ,14907,VOLKSWAGEN,MULTIVAN,T5 HIGHLINE,2006,72990,2.5L,DIESEL TURBO F/INJ,80L,128Kw,7,6ATip,4D VAN,FWD,3000mm,
108,16-10-05,17-10-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,21-10-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,11111,Meredith G,543-535-017,610 Northridge Ct.,23-02-66,Labour,M  ,14908,VOLKSWAGEN,JETTA,1KM 2.0 TURBO FSI,2007,39990,2.0L,TURBO MPFI,55L,147Kw,5,6ADSG,4D SEDAN,FWD,2578mm,
109,17-10-05,17-10-05,29,Findon_store,9111 Rose Ann Ave,543-535-0116,Findon                        ,South Australia,22-10-05,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,11119,Evan J,543-535-018,157 Sierra Ridge,20-04-39,Retiree,F  ,14909,VOLKSWAGEN,GOLF,1K GTi,2007,39990,2.0L,TURBO MPFI,55L,147Kw,5,6M,5D HATCHBACK,FWD,2578mm,
110,18-10-05,21-10-05,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,19-11-05,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,11112,Crystal W,543-535-013,773 Kirkwood Dr,19-09-66,Labour,F  ,14910,VOLKSWAGEN,GOLF,GL,2001,25990,1.6L,MULTI POINT F/INJ,55L,74Kw,5,5M,5D HATCHBACK,FWD,2511mm,
111,19-10-05,19-10-05,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,10-11-05,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,11117,April D,543-535-018,85 Ash Lane,21-02-65,Labour,F  ,14911,VOLKSWAGEN,GOLF,1K 1.9 TDI COMFORTLINE,2005,32290,1.9L,DIESEL TURBO F/INJ,55L,77Kw,5,6ADSG,5D HATCHBACK,FWD,2578mm,
112,20-10-05,21-10-05,32,Bendigo_store,6465 Detroit Ave.,543-535-0195,Bendigo                       ,Victoria,25-10-05,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,11119,Evan J,543-535-018,157 Sierra Ridge,20-04-39,Retiree,F  ,14912,VOLKSWAGEN,JETTA,1KM 2.0 FSI,2007,35290,2.0L,MULTI POINT F/INJ,55L,110Kw,5,6ATip,4D SEDAN,FWD,2578mm,
113,21-10-05,22-10-05,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,26-10-05,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,11114,Leslie M,543-535-011,941 Cristobal,07-05-66,Labour,M  ,14903,VOLKSWAGEN,JETTA,1KM 2.0 TDI,2006,35490,2.0L,DIESEL TURBO F/INJ,55L,103Kw,5,6M,4D SEDAN,FWD,2578mm,
114,22-10-05,23-10-05,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,27-10-05,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11111,Meredith G,543-535-017,610 Northridge Ct.,23-02-66,Labour,M  ,14914,VOLKSWAGEN,GOLF,1K GT,2007,37290,1.4L,S/C & T/C MPFI,55L,125Kw,5,6ADSG,5D HATCHBACK,FWD,2578mm,
