Order_ID,Order_Create_Date,Order_Pickup_Date,Order_Pickup_Store,Pickup_Store_Name,Pickup_Store_Address,Pickup_Store_Phone,Pickup_Store_City,Pickup_Store_State_Name,Order_Return_Date,Order_Return_Store,Return_Store_Name,Return_Store_Address,Return_Store_Phone,Return_Store_City,Return_Store_State,Customer_ID,Customer_Name,Customer_Phone,Customer_Address,Customer_Birthday,Customer_Occupation,Customer_Gender,Car_ID,Car_MakeName,Car_Model,Car_Series,Car_SeriesYear,Car_PriceNew,Car_EngineSize,Car_FuelSystem,Car_TankCapacity,Car_Power,Car_SeatingCapacity,Car_StandardTransmission,Car_BodyType,Car_Drive,Car_Wheelbase
551,01/01/2007,01/01/2007,30,Perth_Store,6385 Mark Twain,543-535-0146,Perth ,South Australia,09/01/2007,30,Perth_Store,6385 Mark Twain,543-535-0146,Perth ,South Australia,11550,Deb T,543-535-012,,18/08/1972,Nurse,M,15350,SAAB,9-Mar,MY05 AERO,2005.0,93000.0,2.0L,TURBO MPFI,62L,155Kw,4.0,5ASEN,2D CONVERTIBLE,FWD,2675mm
552,02/01/2007,02/01/2007,31,Hobart_Store,636 Vine Hill Way,543-535-0182,Hobart,Tasmania,07/01/2007,31,Hobart_Store,636 Vine Hill Way,543-535-0182,Hobart,Tasmania,11515,Shannon H,458-535-011,,25/02/1958,Nurse,F,15327,AUDI,A3,1.8 TURBO,2004.0,44950.0,1.8L,TURBO MPFI,55L,110Kw,5.0,5M,5D HATCHBACK,FWD,2512mm
553,03/01/2007,06/01/2007,9,Milsons Point_Store,624 Peabody Road,543-535-0164,Milsons Point ,New South Wales,05/01/2007,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,11519,Jerome N,934-535-019,,27/03/1959,Nurse,M,15343,SAAB,9-Mar,MY02 AERO,2002.0,64575.0,2.0L,TURBO MPFI,68L,151Kw,5.0,4A,5D HATCHBACK,FWD,2605mm
554,04/01/2007,05/01/2007,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,18/01/2007,21,Caloundra_Store,7156 Rose Dr.,550-535-0163,Caloundra ,Queensland,11519,Jerome N,934-535-019,,27/03/1959,Nurse,M,15343,SAAB,9-Mar,MY02 AERO,2002.0,64575.0,2.0L,TURBO MPFI,68L,151Kw,5.0,4A,5D HATCHBACK,FWD,2605mm
535,05/01/2007,06/01/2007,34,Geelong_Store,5927 Rainbow Dr,543-535-0137,Geelong ,Victoria,13/01/2007,34,Geelong_Store,5927 Rainbow Dr,543-535-0137,Geelong ,Victoria,11518,Edward W,446-535-017,,20/05/1959,Nurse,F,15323,AUDI,A3,1.6,2003.0,35400.0,1.6L,MULTI POINT F/INJ,55L,75Kw,5.0,5M,5D HATCHBACK,FWD,2512mm
556,06/01/2007,06/01/2007,35,Melbourne_Store,5167 Condor Place,543-535-0136,Melbourne ,Victoria,10/01/2007,38,South Melbourne_Store,8915 Woodside Way,229-535-0112,South Melbourne ,Victoria,11518,Edward W,446-535-017,,20/05/1959,Nurse,F,15324,AUDI,S3,1.8,2000.0,65850.0,1.8L,TURBO MPFI,62L,154Kw,5.0,6M,3D HATCHBACK,AWD,2519mm
557,07/01/2007,08/01/2007,16,Springwood_Store,244 Willow Pass Road,208-535-0142,Springwood,New South Wales,18/01/2007,26,Rockhampton_Store,2596 Franklin Canyon Road,543-535-0178,Rockhampton ,Queensland,11512,Natalie C,178-535-014,,23/08/1958,Nurse,M,15340,SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007.0,53400.0,1.9L,TURBO MPFI,58L,110Kw,5.0,5A,4D WAGON,FWD,2675mm
558,08/01/2007,08/01/2007,18,Sydney_Store,7330 Saddlehill Lane,543-535-0195,Sydney,New South Wales,17/01/2007,18,Sydney_Store,7330 Saddlehill Lane,543-535-0195,Sydney,New South Wales,11513,Alyssa H,805-535-018,,27/09/1958,Nurse,M,15321,AUDI,A4,B6 2.0 AVANT,2003.0,54250.0,2.0L,MULTI POINT F/INJ,70L,96Kw,5.0,CVTM6,4D WAGON,FWD,2650mm
559,09/01/2007,10/01/2007,38,South Melbourne_Store,8915 Woodside Way,229-535-0112,South Melbourne ,Victoria,14/01/2007,38,South Melbourne_Store,8915 Woodside Way,229-535-0112,South Melbourne ,Victoria,11511,Caleb P,786-535-013,,24/06/1957,Nurse,F,15324,AUDI,S3,1.8,2000.0,65850.0,1.8L,TURBO MPFI,62L,154Kw,5.0,6M,3D HATCHBACK,AWD,2519mm
560,10/01/2007,10/01/2007,39,Sunbury_Store,8357 Sandy Cove Lane,543-535-0114,Sunbury ,Victoria,18/01/2007,39,Sunbury_Store,8357 Sandy Cove Lane,543-535-0114,Sunbury ,Victoria,11518,Edward W,446-535-017,,20/05/1959,Nurse,F,15328,AUDI,TT,QUATTRO,2004.0,92500.0,1.8L,TURBO MPFI,62L,165Kw,2.0,6M,2D ROADSTER,AWD,2429mm
561,11/01/2007,12/01/2007,40,Warrnambool_Store,9353 Creekside Dr.,543-535-0183,Warrnambool ,Victoria,16/01/2007,40,Warrnambool_Store,9353 Creekside Dr.,543-535-0183,Warrnambool ,Victoria,11511,Caleb P,786-535-013,,24/06/1957,Nurse,F,15326,AUDI,A3,1.8,1999.0,42450.0,1.8L,MULTI POINT F/INJ,55L,92Kw,5.0,4A,3D HATCHBACK,FWD,2512mm
562,12/01/2007,12/01/2007,1,Alexandria_stroe,3761 N. 14th St,543-535-0162,Alexandria,New South Wales,03/02/2007,22,East Brisbane_Store,8148 W. Lake Dr.,622-535-0158,East Brisbane ,Queensland,11515,Shannon H,458-535-011,,25/02/1958,Nurse,F,15367,SAAB,9000,CD 16,1993.0,46990.0,2.3L,ELECTRONIC F/INJ,66L,108Kw,5.0,4A,4D SEDAN,FWD,2672mm
563,13/01/2007,13/01/2007,23,Gold Coast_Store,1769 Nicholas Drive,589-535-0185,Gold Coast,Queensland,22/01/2007,23,Gold Coast_Store,1769 Nicholas Drive,589-535-0185,Gold Coast,Queensland,11516,Mya G,211-535-011,,21/10/1958,Nurse,F,15316,AUDI,TT,MY99,1999.0,73000.0,1.8L,TURBO MPFI,55L,132Kw,4.0,5M,2D COUPE,FWD,2419mm
564,14/01/2007,14/01/2007,3,Darlinghurst_Store,5844 Linden Land,543-535-0184,Darlinghurst,New South Wales,24/01/2007,13,Port Macquarie_Store,4785 Scott Street,717-535-0164,Port Macquarie,New South Wales,11511,Caleb P,786-535-013,,24/06/1957,Nurse,F,15369,MAZDA,929,LUXURY,1986.0,29600.0,2.0L,MULTI POINT F/INJ,60L,70Kw,5.0,4A,2D HARDTOP,RWD,2615mm
565,15/01/2007,18/01/2007,21,Caloundra_Store,7156 Rose Dr.,550-535-0163,Caloundra ,Queensland,20/01/2007,11,North Ryde_Store,7800 Corrinne Court,543-535-0169,North Ryde,New South Wales,11519,Jerome N,934-535-019,,27/03/1959,Nurse,M,15343,SAAB,9-Mar,MY02 AERO,2002.0,64575.0,2.0L,TURBO MPFI,68L,151Kw,5.0,4A,5D HATCHBACK,FWD,2605mm
566,16/01/2007,16/01/2007,5,Lane Cove_Store,7553 Harness Circle,543-535-0131,Lane Cove ,New South Wales,23/01/2007,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,11511,Caleb P,786-535-013,,24/06/1957,Nurse,F,15361,SAAB,9-Mar,S,2001.0,63885.0,2.0L,TURBO MPFI,68L,113Kw,4.0,5M,2D CONVERTIBLE,FWD,2605mm
567,17/01/2007,18/01/2007,26,Rockhampton_Store,2596 Franklin Canyon Road,543-535-0178,Rockhampton ,Queensland,18/01/2007,27,Townsville_Store,8211 Leeds Ct.,543-535-0131,Townsville,Queensland,11517,Katherine B,802-535-013,,20/06/1958,Nurse,F,15340,SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007.0,53400.0,1.9L,TURBO MPFI,58L,110Kw,5.0,5A,4D WAGON,FWD,2675mm
568,18/01/2007,18/01/2007,27,Townsville_Store,8211 Leeds Ct.,543-535-0131,Townsville,Queensland,20/01/2007,29,Findon_Store,9111 Rose Ann Ave,543-535-0116,Findon,South Australia,11512,Natalie C,178-535-014,,23/08/1958,Nurse,M,15340,SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007.0,53400.0,1.9L,TURBO MPFI,58L,110Kw,5.0,5A,4D WAGON,FWD,2675mm
569,19/01/2007,19/01/2007,11,North Ryde_Store,7800 Corrinne Court,543-535-0169,North Ryde,New South Wales,28/01/2007,11,North Ryde_Store,7800 Corrinne Court,543-535-0169,North Ryde,New South Wales,11516,Mya G,211-535-011,,21/10/1958,Nurse,F,15346,SAAB,9-Mar,MY03 TURBO 2.0t LTD ED,2003.0,73000.0,2.0L,TURBO MPFI,68L,110Kw,5.0,4A,2D CONVERTIBLE,FWD,2605mm
570,20/01/2007,20/01/2007,29,Findon_Store,9111 Rose Ann Ave,543-535-0116,Findon,South Australia,10/02/2007,18,Sydney_Store,7330 Saddlehill Lane,543-535-0195,Sydney,New South Wales,11512,Natalie C,178-535-014,,23/08/1958,Nurse,M,15340,SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007.0,53400.0,1.9L,TURBO MPFI,58L,110Kw,5.0,5A,4D WAGON,FWD,2675mm
571,21/01/2007,22/01/2007,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,13/02/2007,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,11515,Shannon H,458-535-011,,25/02/1958,Nurse,F,15366,SAAB,9-Mar,SE,1999.0,62000.0,2.0L,TURBO MPFI,68L,136Kw,5.0,4A,5D SEDAN,FWD,2605mm
572,22/01/2007,23/01/2007,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,26/01/2007,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,11519,Jerome N,934-535-019,,27/03/1959,Nurse,M,15361,SAAB,9-Mar,S,2001.0,63885.0,2.0L,TURBO MPFI,68L,113Kw,4.0,5M,2D CONVERTIBLE,FWD,2605mm
573,23/01/2007,26/01/2007,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,27/01/2007,14,Rhodes_Store,7902 Hudson Ave.,817-535-0185,Rhodes,New South Wales,11514,Dalton D,994-535-015,,20/04/1958,Nurse,F,15361,SAAB,9-Mar,S,2001.0,63885.0,2.0L,TURBO MPFI,68L,113Kw,4.0,5M,2D CONVERTIBLE,FWD,2605mm
574,24/01/2007,24/01/2007,13,Port Macquarie_Store,4785 Scott Street,717-535-0164,Port Macquarie,New South Wales,12/02/2007,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,11515,Shannon H,458-535-011,,25/02/1958,Nurse,F,15369,MAZDA,929,LUXURY,1986.0,29600.0,2.0L,MULTI POINT F/INJ,60L,70Kw,5.0,4A,2D HARDTOP,RWD,2615mm
575,25/01/2007,26/01/2007,14,Rhodes_Store,7902 Hudson Ave.,817-535-0185,Rhodes,New South Wales,28/01/2007,17,St. Leonards_Store,9666 Northridge Ct.,135-535-0171,St. Leonards,New South Wales,11514,Dalton D,994-535-015,,20/04/1958,Nurse,F,15363,SAAB,9000,CS,1997.0,52000.0,2.3L,TURBO EFI,66L,125Kw,5.0,4A,4D HATCHBACK,FWD,2672mm
576,26/01/2007,27/01/2007,14,Rhodes_Store,7902 Hudson Ave.,817-535-0185,Rhodes,New South Wales,02/02/2007,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,11519,Jerome N,934-535-019,,27/03/1959,Nurse,M,15361,SAAB,9-Mar,S,2001.0,63885.0,2.0L,TURBO MPFI,68L,113Kw,4.0,5M,2D CONVERTIBLE,FWD,2605mm
577,27/01/2007,27/01/2007,18,Sydney_Store,7330 Saddlehill Lane,543-535-0195,Sydney,New South Wales,18/02/2007,18,Sydney_Store,7330 Saddlehill Lane,543-535-0195,Sydney,New South Wales,11512,Natalie C,178-535-014,,23/08/1958,Nurse,M,15340,SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007.0,53400.0,1.9L,TURBO MPFI,58L,110Kw,5.0,5A,4D WAGON,FWD,2675mm
578,28/01/2007,28/01/2007,17,St. Leonards_Store,9666 Northridge Ct.,135-535-0171,St. Leonards,New South Wales,19/02/2007,38,South Melbourne_Store,8915 Woodside Way,229-535-0112,South Melbourne ,Victoria,11515,Shannon H,458-535-011,,25/02/1958,Nurse,F,15363,SAAB,9000,CS,1997.0,52000.0,2.3L,TURBO EFI,66L,125Kw,5.0,4A,4D HATCHBACK,FWD,2672mm
579,29/01/2007,29/01/2007,18,Sydney_Store,7330 Saddlehill Lane,543-535-0195,Sydney,New South Wales,05/02/2007,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,11515,Shannon H,458-535-011,,25/02/1958,Nurse,F,15364,SAAB,9000,CS,1996.0,50400.0,2.3L,TURBO EFI,66L,125Kw,5.0,4A,4D HATCHBACK,FWD,2672mm
580,30/01/2007,30/01/2007,19,Wollongong_Store,244 Rivewview,543-535-0137,Wollongong,New South Wales,09/02/2007,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,11518,Edward W,446-535-017,,20/05/1959,Nurse,F,15368,MAZDA,929,DELUXE,1987.0,23010.0,2.0L,MULTI POINT F/INJ,60L,70Kw,5.0,5M,4D SEDAN,RWD,2615mm
581,31/01/2007,31/01/2007,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,07/02/2007,9,Milsons Point_Store,624 Peabody Road,543-535-0164,Milsons Point ,New South Wales,11514,Dalton D,994-535-015,,20/04/1958,Nurse,F,15369,MAZDA,929,LUXURY,1986.0,29600.0,2.0L,MULTI POINT F/INJ,60L,70Kw,5.0,4A,2D HARDTOP,RWD,2615mm
582,01/02/2007,02/02/2007,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,04/02/2007,22,East Brisbane_Store,8148 W. Lake Dr.,622-535-0158,East Brisbane ,Queensland,11517,Katherine B,802-535-013,,20/06/1958,Nurse,F,15361,SAAB,9-Mar,S,2001.0,63885.0,2.0L,TURBO MPFI,68L,113Kw,4.0,5M,2D CONVERTIBLE,FWD,2605mm
583,02/02/2007,03/02/2007,22,East Brisbane_Store,8148 W. Lake Dr.,622-535-0158,East Brisbane ,Queensland,07/02/2007,22,East Brisbane_Store,8148 W. Lake Dr.,622-535-0158,East Brisbane ,Queensland,11511,Caleb P,786-535-013,,24/06/1957,Nurse,F,15367,SAAB,9000,CD 16,1993.0,46990.0,2.3L,ELECTRONIC F/INJ,66L,108Kw,5.0,4A,4D SEDAN,FWD,2672mm
584,03/02/2007,04/02/2007,22,East Brisbane_Store,8148 W. Lake Dr.,622-535-0158,East Brisbane ,Queensland,04/02/2007,23,Gold Coast_Store,1769 Nicholas Drive,589-535-0185,Gold Coast,Queensland,11517,Katherine B,802-535-013,,20/06/1958,Nurse,F,15361,SAAB,9-Mar,S,2001.0,63885.0,2.0L,TURBO MPFI,68L,113Kw,4.0,5M,2D CONVERTIBLE,FWD,2605mm
585,04/02/2007,04/02/2007,23,Gold Coast_Store,1769 Nicholas Drive,589-535-0185,Gold Coast,Queensland,06/02/2007,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,11510,Seth R,199-535-014,,23/07/1957,Nurse,M,15361,SAAB,9-Mar,S,2001.0,63885.0,2.0L,TURBO MPFI,68L,113Kw,4.0,5M,2D CONVERTIBLE,FWD,2605mm
586,05/02/2007,05/02/2007,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,14/02/2007,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,11513,Alyssa H,805-535-018,,27/09/1958,Nurse,M,15364,SAAB,9000,CS,1996.0,50400.0,2.3L,TURBO EFI,66L,125Kw,5.0,4A,4D HATCHBACK,FWD,2672mm
587,06/02/2007,06/02/2007,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,10/02/2007,28,Cloverdale_Store,213 Valencia Place,543-535-0184,Cloverdale,South Australia,11512,Natalie C,178-535-014,,23/08/1958,Nurse,M,15361,SAAB,9-Mar,S,2001.0,63885.0,2.0L,TURBO MPFI,68L,113Kw,4.0,5M,2D CONVERTIBLE,FWD,2605mm
588,07/02/2007,07/02/2007,9,Milsons Point_Store,624 Peabody Road,543-535-0164,Milsons Point ,New South Wales,11/02/2007,31,Hobart_Store,636 Vine Hill Way,543-535-0182,Hobart,Tasmania,11513,Alyssa H,805-535-018,,27/09/1958,Nurse,M,15369,MAZDA,929,LUXURY,1986.0,29600.0,2.0L,MULTI POINT F/INJ,60L,70Kw,5.0,4A,2D HARDTOP,RWD,2615mm
589,08/02/2007,09/02/2007,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,17/02/2007,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,11516,Mya G,211-535-011,,21/10/1958,Nurse,F,15368,MAZDA,929,DELUXE,1987.0,23010.0,2.0L,MULTI POINT F/INJ,60L,70Kw,5.0,5M,4D SEDAN,RWD,2615mm
590,09/02/2007,10/02/2007,28,Cloverdale_Store,213 Valencia Place,543-535-0184,Cloverdale,South Australia,12/02/2007,31,Hobart_Store,636 Vine Hill Way,543-535-0182,Hobart,Tasmania,11512,Natalie C,178-535-014,,23/08/1958,Nurse,M,15361,SAAB,9-Mar,S,2001.0,63885.0,2.0L,TURBO MPFI,68L,113Kw,4.0,5M,2D CONVERTIBLE,FWD,2605mm
591,10/02/2007,13/02/2007,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,19/02/2007,12,North Sydney_Store,1224 Shoenic,543-535-0117,North Sydney,New South Wales,11513,Alyssa H,805-535-018,,27/09/1958,Nurse,M,15366,SAAB,9-Mar,SE,1999.0,62000.0,2.0L,TURBO MPFI,68L,136Kw,5.0,4A,5D SEDAN,FWD,2605mm
592,11/02/2007,11/02/2007,31,Hobart_Store,636 Vine Hill Way,543-535-0182,Hobart,Tasmania,15/02/2007,34,Geelong_Store,5927 Rainbow Dr,543-535-0137,Geelong ,Victoria,11514,Dalton D,994-535-015,,20/04/1958,Nurse,F,15369,MAZDA,929,LUXURY,1986.0,29600.0,2.0L,MULTI POINT F/INJ,60L,70Kw,5.0,4A,2D HARDTOP,RWD,2615mm
593,12/02/2007,12/02/2007,31,Hobart_Store,636 Vine Hill Way,543-535-0182,Hobart,Tasmania,13/02/2007,33,Cranbourne_Store,626 Bentley Street,543-535-0169,Cranbourne,Victoria,11517,Katherine B,802-535-013,,20/06/1958,Nurse,F,15361,SAAB,9-Mar,S,2001.0,63885.0,2.0L,TURBO MPFI,68L,113Kw,4.0,5M,2D CONVERTIBLE,FWD,2605mm
594,13/02/2007,13/02/2007,33,Cranbourne_Store,626 Bentley Street,543-535-0169,Cranbourne,Victoria,21/02/2007,33,Cranbourne_Store,626 Bentley Street,543-535-0169,Cranbourne,Victoria,11518,Edward W,446-535-017,,20/05/1959,Nurse,F,15361,SAAB,9-Mar,S,2001.0,63885.0,2.0L,TURBO MPFI,68L,113Kw,4.0,5M,2D CONVERTIBLE,FWD,2605mm
595,14/02/2007,15/02/2007,34,Geelong_Store,5927 Rainbow Dr,543-535-0137,Geelong ,Victoria,19/02/2007,34,Geelong_Store,5927 Rainbow Dr,543-535-0137,Geelong ,Victoria,11515,Shannon H,458-535-011,,25/02/1958,Nurse,F,15369,MAZDA,929,LUXURY,1986.0,29600.0,2.0L,MULTI POINT F/INJ,60L,70Kw,5.0,4A,2D HARDTOP,RWD,2615mm
596,15/02/2007,15/02/2007,35,Melbourne_Store,5167 Condor Place,543-535-0136,Melbourne ,Victoria,20/02/2007,35,Melbourne_Store,5167 Condor Place,543-535-0136,Melbourne ,Victoria,11511,Caleb P,786-535-013,,24/06/1957,Nurse,F,15360,SAAB,9-Mar,AERO,2000.0,80887.0,2.0L,TURBO MPFI,64L,158Kw,5.0,5M,2D CONVERTIBLE,FWD,2605mm
597,16/02/2007,16/02/2007,17,St. Leonards_Store,9666 Northridge Ct.,135-535-0171,St. Leonards,New South Wales,17/03/2007,17,St. Leonards_Store,9666 Northridge Ct.,135-535-0171,St. Leonards,New South Wales,11512,Natalie C,178-535-014,,23/08/1958,Nurse,M,15362,SAAB,9-Mar,MY04 AERO 2.0t,2004.0,67900.0,2.0L,TURBO MPFI,62L,155Kw,5.0,6M,4D SEDAN,FWD,2675mm
598,17/02/2007,17/02/2007,37,Seaford_Store,3981 Augustine Drive,115-535-0183,Seaford ,Victoria,25/02/2007,37,Seaford_Store,3981 Augustine Drive,115-535-0183,Seaford ,Victoria,11514,Dalton D,994-535-015,,20/04/1958,Nurse,F,15365,SAAB,9-Mar,S,2000.0,65985.0,2.0L,TURBO MPFI,68L,113Kw,4.0,4A,2D CONVERTIBLE,FWD,2605mm
599,18/02/2007,19/02/2007,38,South Melbourne_Store,8915 Woodside Way,229-535-0112,South Melbourne ,Victoria,23/02/2007,38,South Melbourne_Store,8915 Woodside Way,229-535-0112,South Melbourne ,Victoria,11511,Caleb P,786-535-013,,24/06/1957,Nurse,F,15363,SAAB,9000,CS,1997.0,52000.0,2.3L,TURBO EFI,66L,125Kw,5.0,4A,4D HATCHBACK,FWD,2672mm
600,19/02/2007,19/02/2007,21,Caloundra_Store,7156 Rose Dr.,550-535-0163,Caloundra ,Queensland,28/02/2007,21,Caloundra_Store,7156 Rose Dr.,550-535-0163,Caloundra ,Queensland,11513,Alyssa H,805-535-018,,27/09/1958,Nurse,M,15357,SAAB,9000,CSE,1994.0,79200.0,2.3L,TURBO EFI,66L,147Kw,5.0,4A,4D HATCHBACK,FWD,2672mm
88,20/02/2007,21/02/2007,40,Warrnambool_Store,9353 Creekside Dr.,543-535-0183,Warrnambool ,Victoria,28/02/2007,40,Warrnambool_Store,9353 Creekside Dr.,543-535-0183,Warrnambool ,Victoria,11514,Dalton D,994-535-015,,20/04/1958,Nurse,F,15400,HONDA,ACCORD,40 VTi,2005.0,29990.0,2.4L,MULTI POINT F/INJ,65L,118Kw,5.0,5A,4D SEDAN,FWD,2740mm
89,26/09/2005,26/09/2005,23,Gold Coast_Store,1769 Nicholas Drive,589-535-0185,Gold Coast,Queensland,17/10/2005,23,Gold Coast_Store,1769 Nicholas Drive,589-535-0185,Gold Coast,Queensland,11052,Heidi L,543-535-016,,17/08/1955,Labour,F,14888,BMW,3,E46 25Ci,2002.0,75000.0,2.5L,MULTI POINT F/INJ,63L,141Kw,5.0,5AS,2D COUPE,RWD,2725mm
90,27/09/2005,27/09/2005,21,Caloundra_Store,7156 Rose Dr.,550-535-0163,Caloundra ,Queensland,12/10/2005,21,Caloundra_Store,7156 Rose Dr.,550-535-0163,Caloundra ,Queensland,11051,Daniel J,543-535-015,,14/08/1955,Labour,F,14889,BMW,3,E46 16ti,2005.0,40350.0,1.8L,MULTI POINT F/INJ,63L,85Kw,5.0,5M,3D HATCHBACK,RWD,2725mm
91,28/09/2005,29/09/2005,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,19/10/2005,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,11057,Carl A,543-535-018,,22/10/1957,Labour,F,14890,BMW,X5,E53 3.0d,2005.0,84300.0,3.0L,TURBO CDI,93L,150Kw,5.0,6A,4D WAGON,4WD,2820mm
93,29/09/2005,29/09/2005,11,North Ryde_Store,7800 Corrinne Court,543-535-0169,North Ryde,New South Wales,17/10/2005,10,Newcastle_Store,3839 Northgate Road,543-535-0110,Newcastle ,New South Wales,11014,Sydney B,431-535-015,,19/05/1972,Labour,M,14891,DATSUN,FAIRLADY,SPORTS,1964.0,2530.0,1.5L,CARB,43L,63Kw,0.0,4M,2D ROADSTER,RWD,2280mm
95,01/10/2005,01/10/2005,21,Caloundra_Store,7156 Rose Dr.,550-535-0163,Caloundra ,Queensland,07/10/2005,26,Rockhampton_Store,2596 Franklin Canyon Road,543-535-0178,Rockhampton ,Queensland,11012,Lauren W,717-535-016,,07/01/1972,Labour,F,14872,BMW,3,E46 18i,1999.0,54370.0,1.9L,MULTI POINT F/INJ,63L,87Kw,5.0,5M,4D SEDAN,RWD,2725mm
96,03/10/2005,03/10/2005,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,08/10/2005,25,Hervey Bay_Store,8734 Oxford Place,746-535-0186,Hervey Bay,Queensland,11015,Chloe Y,208-535-014,,27/02/1983,Labour,F,14895,DATSUN,180B,SSS,1977.0,6012.0,1.8L,CARB,55L,82Kw,5.0,5M,2D HARDTOP,RWD,2500mm
97,04/10/2005,05/10/2005,26,Rockhampton_Store,2596 Franklin Canyon Road,543-535-0178,Rockhampton ,Queensland,09/10/2005,26,Rockhampton_Store,2596 Franklin Canyon Road,543-535-0178,Rockhampton ,Queensland,11051,Daniel J,543-535-015,,14/08/1955,Labour,F,14896,MAZDA,121,METRO SHADES,2001.0,19050.0,1.5L,ELECTRONIC F/INJ,43L,64Kw,5.0,5M,5D HATCHBACK,FWD,2390mm
98,05/10/2005,05/10/2005,17,St. Leonards_Store,9666 Northridge Ct.,135-535-0171,St. Leonards,New South Wales,13/10/2005,14,Rhodes_Store,7902 Hudson Ave.,817-535-0185,Rhodes,New South Wales,11014,Sydney B,431-535-015,,19/05/1972,Labour,M,14897,MAZDA,121,SHADES,1997.0,14200.0,1.3L,SINGLE POINT F/INJ,40L,54Kw,5.0,5M,4D SEDAN,FWD,2390mm
99,06/10/2005,07/10/2005,26,Rockhampton_Store,2596 Franklin Canyon Road,543-535-0178,Rockhampton ,Queensland,27/10/2005,26,Rockhampton_Store,2596 Franklin Canyon Road,543-535-0178,Rockhampton ,Queensland,11012,Lauren W,717-535-016,,07/01/1972,Labour,F,14872,BMW,3,E46 18i,1999.0,54370.0,1.9L,MULTI POINT F/INJ,63L,87Kw,5.0,5M,4D SEDAN,RWD,2725mm
100,07/10/2005,08/10/2005,14,Rhodes_Store,7902 Hudson Ave.,817-535-0185,Rhodes,New South Wales,28/10/2005,14,Rhodes_Store,7902 Hudson Ave.,817-535-0185,Rhodes,New South Wales,11017,Shannon W,543-535-019,,26/06/1948,Labour,M,14899,MAZDA,121,METRO SHADES,2002.0,19240.0,1.5L,ELECTRONIC F/INJ,43L,64Kw,5.0,5M,5D HATCHBACK,FWD,2390mm
101,08/10/2005,09/10/2005,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,17/10/2005,20,Brisbane_Store,7832 Landing Dr,262-535-0112,Brisbane,Queensland,11016,Wyatt H,135-535-017,,07/04/1983,Labour,M,14900,MAZDA,121,DELUXE,1987.0,12250.0,1.3L,CARB,38L,46Kw,5.0,5M,3D HATCHBACK,FWD,2295mm
102,09/10/2005,09/10/2005,21,Caloundra_Store,7156 Rose Dr.,550-535-0163,Caloundra ,Queensland,18/10/2005,21,Caloundra_Store,7156 Rose Dr.,550-535-0163,Caloundra ,Queensland,11113,Micheal B,543-535-013,,21/02/1966,Labour,M,14901,MAZDA,121,METRO SHADES,1999.0,19590.0,1.5L,ELECTRONIC F/INJ,40L,64Kw,5.0,4A,5D HATCHBACK,FWD,2390mm
